	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d	G:\sever_koa\0017589734-cila\cila_motion.c3d
301									0.194150	0.023348	0.153063	0.320760	0.054702	0.024358	0.302367	0.089401	0.053967	0.254983	0.131228	0.053075	0.475658	0.117149	0.871734	0.304790	-0.012209	0.938545	0.389773	0.172013	0.341564	0.337302	0.164697	0.380357	0.279566	0.131721	0.293762	0.327845	0.141090	0.259229	0.467884	0.171878	0.660613	0.398343	0.172599	0.654749	0.410527	0.174870	0.531134	0.476223	0.178092	0.538812	0.399110	-0.073786	0.046767	0.579994	-0.082217	0.011991	0.551415	-0.122874	0.031130	0.521615	-0.179291	-0.000533	0.531813	-0.176485	0.838215	0.323331	-0.107647	0.918501	0.428724	-0.193858	0.294165	0.494732	-0.192609	0.283316	0.475385	-0.164206	0.178963	0.415069	-0.165684	0.191742	0.454530	-0.221452	0.652121	0.523643	-0.205711	0.657513	0.526261	-0.199982	0.531763	0.463187	-0.214129	0.529308	0.000401	0.000162	-0.001040	-51.078327	37.018944	689.325928	0.447218	-0.023388	0.577078	5.087777	1.936380	5.968231	0.006797	-0.000566	-0.002020	0.000446	0.000067	0.000225	27.614691	0.470561	-11.706033	-0.038486	-0.069540	0.005229	-0.004994	0.096209	0.002605	-41.561264	-16.118338	2.074652	-0.024940	-0.023050	0.016136	0.000036	-0.000810	-0.001271	-6.091146	5.299322	1.639135	-0.408500	0.160004	-0.010506	-0.219835	0.055396	0.000676	23.467459	-10.398566	-7.202601	-0.460273	-0.074622	-0.007404	0.124101	-0.055585	0.000793	-8.069428	10.316334	-11.844565	-0.407001	-0.119588	0.000831	0.063749	-0.011671	0.000067		
302									0.199081	0.023282	0.152491	0.326342	0.055070	0.024486	0.307606	0.089590	0.053984	0.260251	0.131421	0.052915	0.477259	0.116927	0.872083	0.306473	-0.012738	0.938693	0.393571	0.172228	0.341990	0.340886	0.164716	0.380505	0.283702	0.131793	0.293654	0.332137	0.141297	0.259361	0.470131	0.171914	0.661317	0.400623	0.172466	0.655122	0.413383	0.174956	0.531565	0.479053	0.178323	0.539579	0.399182	-0.073832	0.046866	0.580016	-0.082222	0.011978	0.551286	-0.122798	0.030968	0.521631	-0.179322	-0.000575	0.533592	-0.176760	0.838243	0.325161	-0.108119	0.918594	0.429305	-0.193909	0.294243	0.495442	-0.192564	0.283149	0.475747	-0.164285	0.178953	0.415396	-0.165757	0.191880	0.455908	-0.221667	0.652205	0.525110	-0.205862	0.657365	0.527469	-0.200119	0.531639	0.464255	-0.214304	0.529364	-0.000441	0.000024	-0.004830	-50.784912	37.109913	689.809814	0.449213	-0.023472	0.577247	5.068525	1.921601	5.946760	0.006761	-0.000572	-0.001986	0.000432	0.000056	0.000214	27.871988	0.459277	-11.574379	-0.038220	-0.067559	0.004597	-0.004126	0.092708	0.002255	-41.556652	-16.107035	2.058231	-0.025231	-0.021041	0.015883	-0.000069	0.002002	-0.002025	-6.055370	5.179631	1.611366	-0.418807	0.163047	-0.009982	-0.222847	0.056178	0.001056	23.310236	-10.424520	-7.241972	-0.462463	-0.076911	-0.006832	0.122572	-0.056659	0.000835	-8.093250	10.284491	-11.822300	-0.403157	-0.118182	0.001815	0.064269	-0.011483	0.000264		
303									0.204086	0.023226	0.151817	0.332049	0.055419	0.024571	0.312955	0.089757	0.053940	0.265648	0.131617	0.052680	0.478860	0.116704	0.872432	0.308154	-0.013261	0.938845	0.397382	0.172420	0.342395	0.344468	0.164721	0.380609	0.287869	0.131862	0.293482	0.336462	0.141481	0.259444	0.472352	0.171937	0.662008	0.402880	0.172321	0.655485	0.416209	0.175021	0.531991	0.481851	0.178530	0.540336	0.399253	-0.073880	0.046965	0.580032	-0.082229	0.011965	0.551138	-0.122708	0.030797	0.521646	-0.179353	-0.000616	0.535373	-0.177029	0.838272	0.326991	-0.108585	0.918691	0.429877	-0.193968	0.294327	0.496152	-0.192511	0.282983	0.476105	-0.164366	0.178948	0.415716	-0.165834	0.192020	0.457283	-0.221873	0.652288	0.526561	-0.206013	0.657223	0.528670	-0.200253	0.531518	0.465314	-0.214476	0.529422	-0.000936	-0.000066	-0.006817	-50.394958	37.273041	689.863220	0.451203	-0.023560	0.577412	5.052671	1.907558	5.925736	0.006729	-0.000574	-0.001944	0.000435	0.000048	0.000204	28.126455	0.444243	-11.443970	-0.037773	-0.065307	0.003982	-0.003218	0.088931	0.001909	-41.526752	-16.091930	2.037807	-0.025453	-0.018865	0.015591	-0.000204	0.004161	-0.002688	-6.020579	5.061781	1.576845	-0.428505	0.166000	-0.009459	-0.223844	0.056287	0.001272	23.154501	-10.450093	-7.284643	-0.465573	-0.079784	-0.006272	0.122283	-0.058125	0.000874	-8.118102	10.251509	-11.788338	-0.399644	-0.116938	0.002705	0.063366	-0.010888	0.000535		
304									0.209163	0.023182	0.151044	0.337878	0.055751	0.024614	0.318413	0.089903	0.053838	0.271172	0.131813	0.052372	0.480460	0.116482	0.872781	0.309835	-0.013777	0.939001	0.401205	0.172588	0.342780	0.348049	0.164712	0.380671	0.292065	0.131926	0.293247	0.340818	0.141641	0.259479	0.474549	0.171947	0.662687	0.405115	0.172163	0.655839	0.419005	0.175067	0.532411	0.484619	0.178713	0.541082	0.399322	-0.073930	0.047066	0.580045	-0.082238	0.011954	0.550973	-0.122604	0.030618	0.521660	-0.179385	-0.000656	0.537157	-0.177292	0.838302	0.328822	-0.109046	0.918792	0.430439	-0.194034	0.294417	0.496858	-0.192457	0.282821	0.476458	-0.164448	0.178946	0.416029	-0.165915	0.192162	0.458655	-0.222069	0.652372	0.527997	-0.206166	0.657087	0.529863	-0.200384	0.531400	0.466363	-0.214644	0.529483	-0.001170	-0.000117	-0.007494	-49.913197	37.487873	689.523560	0.453187	-0.023650	0.577574	5.039491	1.893616	5.905014	0.006700	-0.000572	-0.001897	0.000457	0.000041	0.000196	28.378273	0.425193	-11.315394	-0.037090	-0.063264	0.003332	-0.002290	0.085527	0.001550	-41.472439	-16.073397	2.013976	-0.025584	-0.016638	0.015265	-0.000388	0.005666	-0.003249	-5.987115	4.946654	1.538395	-0.437587	0.168896	-0.008940	-0.222514	0.055557	0.001325	23.000154	-10.475704	-7.330921	-0.469818	-0.083112	-0.005755	0.123265	-0.059889	0.000907	-8.142826	10.218250	-11.745555	-0.396441	-0.115869	0.003496	0.060918	-0.009830	0.000817		
305									0.214310	0.023150	0.150175	0.343824	0.056065	0.024619	0.323976	0.090029	0.053681	0.276817	0.132009	0.051997	0.482059	0.116263	0.873129	0.311516	-0.014287	0.939160	0.405039	0.172732	0.343144	0.351630	0.164687	0.380692	0.296290	0.131984	0.292952	0.345205	0.141778	0.259469	0.476722	0.171944	0.663352	0.407328	0.171994	0.656183	0.421774	0.175093	0.532826	0.487358	0.178870	0.541815	0.399390	-0.073982	0.047168	0.580053	-0.082250	0.011943	0.550791	-0.122486	0.030430	0.521673	-0.179416	-0.000696	0.538943	-0.177547	0.838330	0.330652	-0.109501	0.918897	0.430989	-0.194108	0.294512	0.497553	-0.192405	0.282666	0.476805	-0.164532	0.178948	0.416335	-0.166000	0.192305	0.460024	-0.222256	0.652457	0.529417	-0.206320	0.656956	0.531046	-0.200512	0.531284	0.467403	-0.214810	0.529545	-0.001218	-0.000139	-0.007285	-49.346165	37.738255	688.831421	0.455167	-0.023743	0.577732	5.028256	1.879073	5.884178	0.006682	-0.000567	-0.001844	0.000498	0.000037	0.000192	28.627630	0.401833	-11.189207	-0.036309	-0.061331	0.002701	-0.001367	0.082339	0.001210	-41.394779	-16.051682	1.987647	-0.025674	-0.014424	0.014946	-0.000639	0.006558	-0.003704	-5.955406	4.835265	1.499289	-0.446068	0.171735	-0.008449	-0.218512	0.053795	0.001224	22.847044	-10.501734	-7.380926	-0.475017	-0.086877	-0.005264	0.125441	-0.061937	0.000928	-8.166026	10.185724	-11.697504	-0.393594	-0.114890	0.004190	0.056839	-0.008245	0.001048		
306									0.219528	0.023129	0.149216	0.349883	0.056361	0.024587	0.329643	0.090136	0.053474	0.282581	0.132204	0.051556	0.483656	0.116046	0.873477	0.313197	-0.014791	0.939322	0.408884	0.172852	0.343489	0.355212	0.164648	0.380673	0.300544	0.132034	0.292597	0.349620	0.141893	0.259416	0.478874	0.171927	0.664004	0.409520	0.171814	0.656515	0.424515	0.175100	0.533233	0.490068	0.179004	0.542537	0.399459	-0.074036	0.047270	0.580055	-0.082265	0.011935	0.550593	-0.122355	0.030236	0.521685	-0.179448	-0.000735	0.540731	-0.177793	0.838357	0.332482	-0.109949	0.919004	0.431529	-0.194187	0.294614	0.498232	-0.192362	0.282524	0.477143	-0.164618	0.178954	0.416635	-0.166087	0.192449	0.461388	-0.222433	0.652540	0.530821	-0.206474	0.656831	0.532218	-0.200638	0.531171	0.468432	-0.214972	0.529610	-0.001145	-0.000142	-0.006534	-48.703960	38.014111	687.823608	0.457140	-0.023839	0.577886	5.018337	1.863318	5.862719	0.006672	-0.000559	-0.001784	0.000558	0.000034	0.000192	28.874649	0.373947	-11.065961	-0.035308	-0.059559	0.002076	-0.000472	0.079421	0.000887	-41.294762	-16.027058	1.959856	-0.025672	-0.012238	0.014604	-0.000961	0.006884	-0.004042	-5.925949	4.728809	1.463269	-0.453985	0.174481	-0.008018	-0.211529	0.050815	0.000985	22.695055	-10.528527	-7.434686	-0.480652	-0.090853	-0.004788	0.128561	-0.064100	0.000932	-8.186156	10.155066	-11.648323	-0.391011	-0.114026	0.004778	0.051033	-0.006085	0.001170		
307									0.224815	0.023120	0.148169	0.356053	0.056642	0.024523	0.335412	0.090227	0.053221	0.288458	0.132397	0.051053	0.485249	0.115834	0.873824	0.314878	-0.015286	0.939486	0.412739	0.172947	0.343814	0.358795	0.164592	0.380615	0.304824	0.132076	0.292186	0.354060	0.141985	0.259322	0.481004	0.171898	0.664641	0.411691	0.171624	0.656835	0.427229	0.175087	0.533633	0.492750	0.179113	0.543245	0.399528	-0.074090	0.047373	0.580053	-0.082283	0.011927	0.550380	-0.122211	0.030035	0.521696	-0.179481	-0.000774	0.542521	-0.178030	0.838380	0.334313	-0.110390	0.919114	0.432059	-0.194271	0.294720	0.498885	-0.192336	0.282399	0.477470	-0.164708	0.178963	0.416928	-0.166175	0.192595	0.462749	-0.222601	0.652624	0.532209	-0.206627	0.656711	0.533379	-0.200761	0.531061	0.469450	-0.215133	0.529676	-0.001002	-0.000131	-0.005504	-47.997982	38.307945	686.531799	0.459107	-0.023938	0.578035	5.009122	1.845716	5.840016	0.006666	-0.000548	-0.001717	0.000635	0.000033	0.000197	29.119480	0.341395	-10.946180	-0.034157	-0.057832	0.001505	0.000373	0.076615	0.000608	-41.173523	-15.999754	1.931781	-0.025662	-0.009969	0.014276	-0.001365	0.006619	-0.004267	-5.899286	4.628569	1.434275	-0.461430	0.177074	-0.007693	-0.201678	0.046588	0.000634	22.544083	-10.556334	-7.492056	-0.486020	-0.094715	-0.004187	0.132345	-0.066147	0.000889	-8.201484	10.127533	-11.602608	-0.388690	-0.112801	0.005348	0.043611	-0.003358	0.001161		
308									0.230172	0.023122	0.147038	0.362327	0.056906	0.024429	0.341280	0.090304	0.052927	0.294446	0.132587	0.050494	0.486838	0.115627	0.874169	0.316559	-0.015774	0.939653	0.416604	0.173017	0.344120	0.362379	0.164520	0.380518	0.309130	0.132106	0.291719	0.358525	0.142056	0.259190	0.483114	0.171855	0.665262	0.413844	0.171425	0.657143	0.429918	0.175056	0.534024	0.495405	0.179198	0.543939	0.399597	-0.074145	0.047475	0.580045	-0.082305	0.011921	0.550153	-0.122055	0.029830	0.521705	-0.179514	-0.000812	0.544313	-0.178255	0.838400	0.336143	-0.110825	0.919225	0.432578	-0.194358	0.294831	0.499508	-0.192333	0.282294	0.477786	-0.164800	0.178976	0.417215	-0.166264	0.192743	0.464105	-0.222760	0.652707	0.533582	-0.206780	0.656595	0.534527	-0.200883	0.530952	0.470459	-0.215291	0.529744	-0.000826	-0.000113	-0.004384	-47.235378	38.610779	684.983704	0.461069	-0.024039	0.578180	5.000047	1.825724	5.815345	0.006669	-0.000535	-0.001647	0.000732	0.000034	0.000206	29.362257	0.304048	-10.830329	-0.032886	-0.056587	0.000952	0.001152	0.074478	0.000360	-41.032177	-15.969976	1.904773	-0.025615	-0.007798	0.013969	-0.001855	0.005916	-0.004380	-5.875858	4.535607	1.415925	-0.468499	0.179461	-0.007500	-0.189851	0.041386	0.000205	22.394053	-10.585392	-7.552830	-0.489310	-0.097950	-0.003308	0.136163	-0.067732	0.000756	-8.210514	10.104266	-11.564653	-0.386353	-0.110996	0.005961	0.035073	-0.000287	0.001016		
309									0.235597	0.023136	0.145828	0.368702	0.057156	0.024308	0.347245	0.090368	0.052595	0.300539	0.132774	0.049882	0.488422	0.115426	0.874512	0.318240	-0.016254	0.939822	0.420477	0.173063	0.344407	0.365966	0.164430	0.380385	0.313461	0.132123	0.291200	0.363012	0.142105	0.259023	0.485205	0.171798	0.665868	0.415979	0.171217	0.657438	0.432583	0.175006	0.534407	0.498033	0.179260	0.544618	0.399669	-0.074200	0.047578	0.580032	-0.082331	0.011915	0.549914	-0.121890	0.029622	0.521713	-0.179547	-0.000849	0.546107	-0.178470	0.838416	0.337973	-0.111252	0.919336	0.433087	-0.194447	0.294947	0.500095	-0.192355	0.282213	0.478089	-0.164896	0.178992	0.417497	-0.166352	0.192891	0.465457	-0.222909	0.652788	0.534939	-0.206932	0.656482	0.535663	-0.201002	0.530845	0.471456	-0.215447	0.529814	-0.000645	-0.000092	-0.003304	-46.415760	38.911831	683.205078	0.463024	-0.024143	0.578319	4.990657	1.802725	5.787932	0.006676	-0.000523	-0.001575	0.000849	0.000036	0.000220	29.603037	0.261855	-10.718820	-0.031425	-0.055324	0.000517	0.001844	0.072340	0.000181	-40.871853	-15.937927	1.880304	-0.025572	-0.005662	0.013697	-0.002434	0.004792	-0.004383	-5.855869	4.450315	1.410549	-0.475283	0.181617	-0.007474	-0.177680	0.035803	-0.000264	22.244873	-10.615827	-7.616686	-0.489668	-0.099867	-0.002116	0.139534	-0.068389	0.000513	-8.212358	10.085984	-11.537601	-0.383794	-0.108312	0.006646	0.026281	0.002741	0.000744		
310									0.241090	0.023160	0.144543	0.375174	0.057392	0.024163	0.353305	0.090423	0.052231	0.306734	0.132957	0.049221	0.490000	0.115233	0.874851	0.319922	-0.016725	0.939992	0.424358	0.173083	0.344675	0.369554	0.164321	0.380217	0.317815	0.132125	0.290630	0.367518	0.142135	0.258824	0.487279	0.171729	0.666457	0.418097	0.171001	0.657719	0.435225	0.174937	0.534779	0.500635	0.179299	0.545281	0.399742	-0.074255	0.047679	0.580014	-0.082360	0.011910	0.549667	-0.121717	0.029414	0.521719	-0.179581	-0.000886	0.547901	-0.178671	0.838426	0.339802	-0.111671	0.919447	0.433588	-0.194537	0.295066	0.500647	-0.192405	0.282155	0.478378	-0.164994	0.179011	0.417774	-0.166439	0.193041	0.466806	-0.223049	0.652868	0.536283	-0.207081	0.656374	0.536787	-0.201119	0.530739	0.472444	-0.215601	0.529884	-0.000475	-0.000071	-0.002340	-45.534885	39.200577	681.221497	0.464973	-0.024248	0.578454	4.980582	1.776083	5.757051	0.006693	-0.000510	-0.001501	0.000989	0.000039	0.000236	29.841919	0.214811	-10.612026	-0.029756	-0.054750	0.000100	0.002430	0.071110	0.000032	-40.693745	-15.903802	1.859959	-0.025471	-0.003678	0.013438	-0.003102	0.003411	-0.004271	-5.839135	4.372173	1.418789	-0.481854	0.183544	-0.007639	-0.166931	0.030508	-0.000750	22.096560	-10.647708	-7.683218	-0.487489	-0.100956	-0.000685	0.142365	-0.068453	0.000175	-8.207049	10.072819	-11.522972	-0.381122	-0.104752	0.007363	0.018113	0.005316	0.000362		
311									0.246652	0.023193	0.143187	0.381738	0.057616	0.023998	0.359458	0.090471	0.051839	0.313025	0.133135	0.048516	0.491571	0.115049	0.875185	0.321604	-0.017188	0.940162	0.428246	0.173078	0.344925	0.373145	0.164193	0.380014	0.322191	0.132107	0.290012	0.372041	0.142145	0.258594	0.489336	0.171646	0.667030	0.420199	0.170778	0.657987	0.437845	0.174851	0.535140	0.503213	0.179315	0.545928	0.399817	-0.074309	0.047778	0.579990	-0.082393	0.011906	0.549414	-0.121539	0.029207	0.521724	-0.179615	-0.000922	0.549695	-0.178860	0.838430	0.341631	-0.112082	0.919557	0.434080	-0.194627	0.295188	0.501164	-0.192478	0.282118	0.478653	-0.165096	0.179033	0.418046	-0.166523	0.193190	0.468152	-0.223179	0.652946	0.537613	-0.207227	0.656267	0.537900	-0.201233	0.530633	0.473422	-0.215753	0.529956	-0.000327	-0.000052	-0.001531	-44.589928	39.467537	679.058105	0.466916	-0.024356	0.578582	4.969544	1.745218	5.721942	0.006712	-0.000496	-0.001422	0.001150	0.000043	0.000254	30.078907	0.162958	-10.510221	-0.027869	-0.054415	-0.000276	0.002899	0.070180	-0.000080	-40.498932	-15.867706	1.845437	-0.025295	-0.001712	0.013154	-0.003851	0.001714	-0.004039	-5.825203	4.299930	1.439943	-0.488265	0.185271	-0.008005	-0.158758	0.025933	-0.001253	21.949129	-10.681058	-7.751990	-0.484091	-0.101363	0.000759	0.144889	-0.068037	-0.000201	-8.195354	10.064430	-11.520889	-0.378402	-0.100622	0.008007	0.011089	0.007234	-0.000103		
312									0.252281	0.023234	0.141764	0.388389	0.057828	0.023816	0.365701	0.090515	0.051425	0.319409	0.133309	0.047772	0.493135	0.114874	0.875514	0.323286	-0.017641	0.940332	0.432140	0.173048	0.345156	0.376739	0.164044	0.379778	0.326586	0.132069	0.289347	0.376578	0.142137	0.258338	0.491378	0.171550	0.667584	0.422287	0.170549	0.658240	0.440444	0.174747	0.535489	0.505766	0.179310	0.546558	0.399896	-0.074361	0.047875	0.579960	-0.082430	0.011901	0.549158	-0.121360	0.029004	0.521727	-0.179649	-0.000958	0.551490	-0.179036	0.838427	0.343458	-0.112484	0.919665	0.434565	-0.194714	0.295313	0.501650	-0.192572	0.282098	0.478915	-0.165200	0.179057	0.418314	-0.166604	0.193340	0.469496	-0.223301	0.653023	0.538930	-0.207369	0.656163	0.539002	-0.201344	0.530528	0.474392	-0.215903	0.530029	-0.000206	-0.000035	-0.000890	-43.581535	39.705185	676.735962	0.468854	-0.024464	0.578704	4.957250	1.709478	5.681888	0.006729	-0.000483	-0.001345	0.001333	0.000047	0.000274	30.313986	0.106359	-10.413525	-0.025600	-0.054067	-0.000561	0.003213	0.069223	-0.000145	-40.288620	-15.829712	1.838358	-0.025067	0.000250	0.012836	-0.004673	-0.000267	-0.003696	-5.813537	4.232073	1.472659	-0.494533	0.186827	-0.008544	-0.153394	0.022197	-0.001780	21.802628	-10.715866	-7.822488	-0.480228	-0.100763	0.002143	0.147153	-0.066920	-0.000583	-8.178308	10.060260	-11.530899	-0.375682	-0.095826	0.008575	0.005340	0.008477	-0.000619		
